CanalID,Nombre,VideoID,Titulo,Fecha,Vistas,Likes,Comentarios,DuracionSeg,URL
UC9kKAxookRd_sLlkmc1ROtA,https://youtube.com/@desdeelfondo?si=4XZvZVeu-Wr1Fab0,fl-v5pPS8zQ,No me junto mas con vos porque sos un rompe pel0tas #fueramalasvibras #desdeelfondo #streaming,2024-12-04,4,1,0,19,https://youtube.com/shorts/fl-v5pPS8zQ
UC9kKAxookRd_sLlkmc1ROtA,https://youtube.com/@desdeelfondo?si=4XZvZVeu-Wr1Fab0,gIR63lUF1no,Si no pará qué hacemos todo ¿no? #desdeelfondo #podcast #streaming #humor #caviarymortadela,2024-12-03,699,16,1,13,https://youtube.com/shorts/gIR63lUF1no
UCc8mzxrfokRgbCxQkoTFV-w,https://youtube.com/@cascotetv?si=6BIclzcR-wDcxADN,i5Iucbol65k,#HugoYasky Sobre #axelkicillof,2025-07-02,1329,13,6,57,https://youtube.com/shorts/i5Iucbol65k
UCc8mzxrfokRgbCxQkoTFV-w,https://youtube.com/@cascotetv?si=6BIclzcR-wDcxADN,6F-RkgXio-Y,Sobrevivir a la secundaria :P,2025-07-01,300,1,0,49,https://youtube.com/shorts/6F-RkgXio-Y
UCc8mzxrfokRgbCxQkoTFV-w,https://youtube.com/@cascotetv?si=6BIclzcR-wDcxADN,uQ8NebxRC-M,#ElJockey - El viaje del director #elextrañocaso #disney,2025-06-30,242,0,0,48,https://youtube.com/shorts/uQ8NebxRC-M
UCrKnuUxDxdkFZo-7zM4ZDQQ,https://youtube.com/@radioalertamza?si=k9xUrWYPFHEdFv-m,nPrJ87ZXD5c,Comunicación Consciente,2020-01-19,6,0,0,22,https://youtube.com/shorts/nPrJ87ZXD5c
UC1gMJbPatMRNcWKQGfmw8MQ,https://youtube.com/@oidmortalesmza?si=XeujmJKrR_AFYcHm,-fssqga8-kU,Cara pintada beside obeid seineldin Malvinas,2025-06-27,2307,60,1,50,https://youtube.com/shorts/-fssqga8-kU
UC1gMJbPatMRNcWKQGfmw8MQ,https://youtube.com/@oidmortalesmza?si=XeujmJKrR_AFYcHm,cTr0mdf-3Cc,Cara pintada seineldin Aldo rico Alfonsin,2025-06-25,5126,97,2,40,https://youtube.com/shorts/cTr0mdf-3Cc
UC1gMJbPatMRNcWKQGfmw8MQ,https://youtube.com/@oidmortalesmza?si=XeujmJKrR_AFYcHm,6iNCwK0TSFU,"Cara pintada, Breide Obeid, Seineldin, Rico",2025-06-23,2946,67,1,58,https://youtube.com/shorts/6iNCwK0TSFU
UC1gMJbPatMRNcWKQGfmw8MQ,https://youtube.com/@oidmortalesmza?si=XeujmJKrR_AFYcHm,hSxkiEXit6o,Impacto de la ley de reincorporación en los veteranos de Malvinas,2025-06-20,4977,111,3,56,https://youtube.com/shorts/hSxkiEXit6o
UC1gMJbPatMRNcWKQGfmw8MQ,https://youtube.com/@oidmortalesmza?si=XeujmJKrR_AFYcHm,eMffnj4ErpA,"Seineldin y Aldo rico, Carapintada, Malvinas,",2025-06-15,4429,104,8,49,https://youtube.com/shorts/eMffnj4ErpA
UC1gMJbPatMRNcWKQGfmw8MQ,https://youtube.com/@oidmortalesmza?si=XeujmJKrR_AFYcHm,MrrIs9_qDI0,Breide Obeid Carapintadas Malvinas Seineldin Aldo Rico,2025-06-14,6146,94,2,33,https://youtube.com/shorts/MrrIs9_qDI0
UC1gMJbPatMRNcWKQGfmw8MQ,https://youtube.com/@oidmortalesmza?si=XeujmJKrR_AFYcHm,NIYWxkbLa_s,El malestar en el ejército argentino,2025-06-12,16962,448,14,51,https://youtube.com/shorts/NIYWxkbLa_s
UC1gMJbPatMRNcWKQGfmw8MQ,https://youtube.com/@oidmortalesmza?si=XeujmJKrR_AFYcHm,Ys_lN2yWCX4,Promesas de transformación en el ejército argentino,2025-06-11,4610,70,0,36,https://youtube.com/shorts/Ys_lN2yWCX4
