channel_id,channel_title,month,video_id,video_url,title,published_at,duration_sec,view_count,like_count,comment_count,description,monetizacion,platforms,links,notas
UC0saXGdzZw4z0NmgH3v8-7g,617 Multiplataforma,05-2026,N3I0AcMZrQs,https://www.youtube.com/watch?v=N3I0AcMZrQs,617 Multiplataforma | PROGRAMA 01 | 6/4,2026-04-06T16:22:59Z,18414.0,902,34,0,,No,,,
UC0saXGdzZw4z0NmgH3v8-7g,617 Multiplataforma,05-2026,p5ttQGkUXb4,https://www.youtube.com/watch?v=p5ttQGkUXb4,617 Multiplataforma | PROGRAMA 06 | 13/4,2026-04-13T20:19:52Z,32619.0,476,17,0,,No,,,
UC0saXGdzZw4z0NmgH3v8-7g,617 Multiplataforma,05-2026,AqPAgPUiK6I,https://www.youtube.com/watch?v=AqPAgPUiK6I,617 Multiplataforma | PROGRAMA 08 | 15/4,2026-04-15T15:40:07Z,16314.0,460,10,0,,No,,,
UC0saXGdzZw4z0NmgH3v8-7g,617 Multiplataforma,05-2026,UYXvHKM1HPY,https://www.youtube.com/watch?v=UYXvHKM1HPY,617 Multiplataforma | PROGRAMA 07 | 14/4,2026-04-14T20:18:38Z,32296.0,430,17,0,,No,,,
UC0saXGdzZw4z0NmgH3v8-7g,617 Multiplataforma,05-2026,_rZjcGFsxv4,https://www.youtube.com/watch?v=_rZjcGFsxv4,617 Multiplataforma | PROGRAMA 03 | 8/4,2026-04-08T16:23:51Z,18466.0,422,11,0,,No,,,
UC0saXGdzZw4z0NmgH3v8-7g,617 Multiplataforma,05-2026,FX4CHf-EfvE,https://www.youtube.com/watch?v=FX4CHf-EfvE,617 Multiplataforma | PROGRAMA 02 | 7/4,2026-04-07T16:18:58Z,18071.0,421,17,0,,No,,,
UC0saXGdzZw4z0NmgH3v8-7g,617 Multiplataforma,05-2026,8kZNrZNIaU4,https://www.youtube.com/watch?v=8kZNrZNIaU4,617 Multiplataforma | PROGRAMA 04 | 9/4,2026-04-09T16:24:29Z,18260.0,230,10,0,,No,,,
UC0saXGdzZw4z0NmgH3v8-7g,617 Multiplataforma,05-2026,UB8EivkSYuI,https://www.youtube.com/watch?v=UB8EivkSYuI,617 Multiplataforma | PROGRAMA 05 | 10/4,2026-04-10T17:27:05Z,21864.0,216,5,0,,No,,,
